id,generic_name,form,dosage,available,sale_type,price_tnd,lang
MED02032,Hydrocortisone,Oral solution,100 µg/dose,No,Prescription only,57.04,en
MED02233,Clotrimazole,Cream,1000 mg,Yes,Prescription only,10.58,en
MED04121,Aciclovir,Syrup,300 mg,No,OTC,7.44,en
MED03236,Ramipril,Ointment,40 mg,No,Prescription only,43.99,en
MED00255,Pantoprazole,Injection,100 mg,Yes,Prescription only,21.0,en
MED01030,Iron (ferrous),Syrup,250 mg,No,Prescription only,40.77,en
MED04393,Azithromycin,Oral solution,250 mg,No,Prescription only,13.33,en
MED03801,Aciclovir,Injection,100 µg/dose,Yes,OTC,53.01,en
MED04311,Insulin glargine,Oral suspension,1 %,No,Prescription only,54.85,en
MED02510,Escitalopram,Cream,40 mg,Yes,Prescription only,31.0,en
MED02293,Vitamin D3,Syrup,5 mg/ml,No,Prescription only,13.69,en
MED01324,Cetirizine,Syrup,1 %,Yes,Prescription only,23.94,en
MED01551,Clindamycin,Tablet,850 mg,No,Prescription only,53.34,en
MED04648,Pantoprazole,Ointment,1 %,Yes,Prescription only,11.49,en
MED00316,Ambroxol,Tablet,10 mg,No,OTC,33.56,en
MED01243,Ketoprofen,Cream,400 mg,Yes,OTC,46.3,en
MED02451,Insulin glargine,Ointment,100 µg/dose,No,Prescription only,63.5,en
MED01579,Escitalopram,Injection,850 mg,No,Prescription only,88.43,en
MED04626,Aciclovir,Cream,40 mg,Yes,Prescription only,59.72,en
MED03117,Rapid-acting insulin,Cream,1000 mg,Yes,Prescription only,33.05,en
MED00070,Amoxicillin,Oral suspension,850 mg,Yes,Prescription only,59.57,en
MED00860,Atorvastatin,Capsule,200 mg,No,Prescription only,48.53,en
MED02754,Fluoxetine,Ointment,100 mg,No,Prescription only,7.03,en
MED01633,Spironolactone,Cream,200 mg,Yes,Prescription only,15.41,en
MED01651,Propranolol,Injection,20 mg,Yes,Prescription only,46.8,en
MED03861,Vitamin D3,Ointment,850 mg,Yes,Prescription only,26.43,en
MED03107,Losartan,Oral solution,20 mg,No,Prescription only,61.05,en
MED01075,Loratadine,Cream,200 mg,Yes,Prescription only,52.19,en
MED04002,Diazepam,Capsule,250 mg,Yes,Prescription only,20.42,en
MED00788,Ketoprofen,Oral suspension,200 mg,Yes,Prescription only,14.77,en
MED02606,Ramipril,Oral suspension,250 mg,No,Prescription only,61.44,en
MED03631,Ranitidine,Capsule,1 %,Yes,OTC,40.27,en
MED02122,Amoxicillin,Capsule,850 mg,Yes,Prescription only,6.57,en
MED01875,Nystatin,Inhaler,400 mg,No,OTC,58.26,en
MED00812,Ambroxol,Inhaler,400 mg,No,Prescription only,86.18,en
MED00388,Atorvastatin,Capsule,250 mg,Yes,OTC,58.4,en
MED02883,Gliclazide,Ointment,40 mg,Yes,OTC,7.42,en
MED01176,Escitalopram,Cream,5 mg,No,Prescription only,28.85,en
MED03198,Ciprofloxacin,Tablet,5 mg/ml,No,Prescription only,17.61,en
MED02624,Cetirizine,Inhaler,40 mg,No,OTC,43.64,en
MED01352,Doxycycline,Syrup,100 mg,Yes,Prescription only,18.25,en
MED00411,Paracetamol,Capsule,200 mg,No,OTC,24.69,en
MED04213,Amlodipine,Tablet,250 mg,Yes,Prescription only,55.68,en
MED00110,Amoxicillin,Capsule,2 %,Yes,Prescription only,55.33,en
MED04996,Losartan,Oral solution,2 %,Yes,Prescription only,40.32,en
MED03430,Bromhexine,Oral suspension,200 mg,No,OTC,3.05,en
MED02810,Insulin glargine,Oral solution,1000 mg,No,Prescription only,54.84,en
MED02595,Azithromycin,Capsule,1000 mg,No,Prescription only,8.65,en
MED02837,Acetylsalicylic acid,Cream,850 mg,Yes,Prescription only,9.55,en
MED02373,Spironolactone,Tablet,20 mg,No,Prescription only,72.21,en
MED01236,Hydrocortisone,Oral solution,2 %,Yes,Prescription only,56.32,en
MED02147,Magnesium,Oral suspension,2 %,No,OTC,51.82,en
MED04976,Doxycycline,Ointment,400 mg,Yes,Prescription only,36.86,en
MED00600,Rapid-acting insulin,Inhaler,2 %,Yes,Prescription only,87.01,en
MED01435,Salbutamol,Inhaler,300 mg,No,Prescription only,67.34,en
MED04997,Fluoxetine,Inhaler,1 %,Yes,Prescription only,20.83,en
MED00539,Guaifenesin,Oral solution,20 mg,Yes,OTC,12.33,en
MED00722,Amoxicillin,Tablet,500 mg,Yes,Prescription only,64.26,en
MED04411,Pantoprazole,Syrup,1 %,No,Prescription only,7.54,en
MED01873,Doxycycline,Ointment,300 mg,No,Prescription only,19.29,en
MED02846,Nystatin,Syrup,400 mg,No,OTC,38.09,en
MED02054,Iron (ferrous),Oral suspension,20 mg,No,OTC,44.07,en
MED02908,Diclofenac,Inhaler,250 mg,No,Prescription only,94.76,en
MED02255,Nystatin,Inhaler,200 mg,Yes,OTC,78.8,en
MED03913,Ambroxol,Inhaler,40 mg,No,OTC,86.25,en
MED00178,Folic acid,Cream,250 mg,Yes,OTC,61.75,en
MED02891,Diazepam,Cream,100 mg,No,Prescription only,12.76,en
MED03674,Iron (ferrous),Syrup,100 mg,No,OTC,12.06,en
MED00081,Paracetamol,Syrup,1 %,No,OTC,52.94,en
MED02562,Bromhexine,Injection,250 mg,Yes,Prescription only,20.82,en
MED01724,Folic acid,Capsule,500 mg,No,OTC,22.5,en
MED01618,Furosemide,Tablet,1 %,Yes,Prescription only,67.48,en
MED01655,Insulin glargine,Syrup,500 mg,No,Prescription only,59.96,en
MED02329,Ranitidine,Oral solution,200 mg,No,OTC,53.61,en
MED04614,Atorvastatin,Syrup,100 µg/dose,No,Prescription only,57.87,en
MED00222,Insulin glargine,Tablet,5 mg/ml,Yes,Prescription only,8.28,en
MED00094,Ambroxol,Syrup,300 mg,Yes,Prescription only,57.58,en
MED02610,Hydrocortisone,Syrup,1 %,No,Prescription only,7.7,en
MED03383,Aciclovir,Ointment,100 mg,No,OTC,41.83,en
MED04416,Amlodipine,Oral solution,1 %,Yes,Prescription only,27.7,en
MED01398,Rosuvastatin,Inhaler,850 mg,Yes,Prescription only,4.17,en
MED04687,Fluoxetine,Ointment,500 mg,Yes,Prescription only,17.44,en
MED01293,Pantoprazole,Injection,10 mg,Yes,Prescription only,64.02,en
MED02165,NPH insulin,Oral solution,250 mg,No,Prescription only,47.97,en
MED02940,Hydrocortisone,Oral solution,200 mg,No,OTC,31.01,en
MED03669,NPH insulin,Syrup,40 mg,Yes,Prescription only,46.99,en
MED00813,Ramipril,Ointment,100 mg,Yes,Prescription only,24.91,en
MED01259,Hydrocortisone,Syrup,1 %,Yes,Prescription only,3.14,en
MED00890,Doxycycline,Capsule,100 mg,Yes,Prescription only,33.35,en
MED01452,Hydrocortisone,Oral suspension,5 mg,Yes,OTC,23.33,en
MED03317,Clindamycin,Capsule,2 %,Yes,Prescription only,54.77,en
MED02560,Ramipril,Oral solution,300 mg,Yes,Prescription only,61.33,en
MED03575,Ibuprofen,Oral suspension,100 mg,Yes,Prescription only,41.76,en
MED02681,Zinc,Syrup,500 mg,No,OTC,51.82,en
MED04652,Azithromycin,Cream,1000 mg,No,Prescription only,8.38,en
MED04812,Pantoprazole,Syrup,200 mg,No,Prescription only,49.83,en
MED04680,Ramipril,Oral suspension,200 mg,Yes,Prescription only,59.52,en
MED02965,Spironolactone,Tablet,1000 mg,No,Prescription only,3.73,en
MED02673,Losartan,Tablet,200 mg,No,Prescription only,58.98,en
MED00562,Ramipril,Oral suspension,250 mg,Yes,Prescription only,4.66,en
MED02779,Ibuprofen,Tablet,2 %,Yes,OTC,38.05,en
MED02949,Metformin,Inhaler,5 mg/ml,Yes,Prescription only,6.45,en
MED02818,Nystatin,Tablet,100 mg,Yes,OTC,66.95,en
MED02759,Gliclazide,Inhaler,100 mg,No,OTC,28.59,en
MED01757,Amlodipine,Ointment,300 mg,Yes,Prescription only,30.47,en
MED00725,Ramipril,Ointment,100 mg,No,Prescription only,38.87,en
MED00220,Vitamin D3,Injection,500 mg,No,Prescription only,10.25,en
MED04140,Hydrocortisone,Injection,5 mg/ml,No,OTC,81.68,en
MED03958,Hydrocortisone,Oral solution,5 mg,Yes,OTC,4.01,en
MED01589,Ciprofloxacin,Injection,300 mg,No,Prescription only,80.04,en
MED03348,Hydrocortisone,Tablet,100 mg,Yes,Prescription only,11.69,en
MED03971,Diclofenac,Oral solution,2 %,Yes,Prescription only,60.58,en
MED04708,Escitalopram,Capsule,300 mg,No,Prescription only,4.08,en
MED00044,Clindamycin,Oral suspension,20 mg,Yes,Prescription only,57.76,en
MED03002,Bromhexine,Oral solution,500 mg,No,Prescription only,39.79,en
MED00211,Aciclovir,Ointment,100 mg,No,Prescription only,25.66,en
MED00678,Furosemide,Tablet,1000 mg,No,Prescription only,51.02,en
MED00355,Cetirizine,Oral solution,400 mg,Yes,Prescription only,25.66,en
MED01434,Prednisone,Oral solution,200 mg,No,Prescription only,7.92,en
MED00950,Ezetimibe,Injection,20 mg,Yes,Prescription only,56.79,en
MED02844,Bisoprolol,Oral suspension,20 mg,Yes,Prescription only,2.24,en
MED00578,Clotrimazole,Tablet,20 mg,No,OTC,13.18,en
MED03929,Loratadine,Inhaler,1000 mg,No,OTC,81.71,en
MED00545,Magnesium,Inhaler,400 mg,No,Prescription only,4.21,en
MED00368,Diazepam,Syrup,200 mg,No,Prescription only,6.55,en
MED01613,Paracetamol,Oral solution,1 %,No,OTC,8.29,en
MED03551,Amoxicillin,Ointment,1 %,Yes,Prescription only,53.3,en
MED03717,Nystatin,Ointment,300 mg,No,Prescription only,55.24,en
MED03780,NPH insulin,Injection,1000 mg,No,Prescription only,51.33,en
MED00136,Amlodipine,Ointment,20 mg,Yes,Prescription only,17.03,en
MED04481,Ramipril,Tablet,5 mg,No,Prescription only,6.89,en
MED01438,Rosuvastatin,Tablet,850 mg,No,Prescription only,62.63,en
MED00048,Pantoprazole,Injection,400 mg,Yes,Prescription only,51.81,en
MED01361,Ambroxol,Injection,2 %,No,Prescription only,77.34,en
MED00735,Ibuprofen,Tablet,5 mg/ml,Yes,Prescription only,24.5,en
MED01535,Ezetimibe,Oral suspension,100 mg,No,Prescription only,24.86,en
MED02005,Guaifenesin,Inhaler,40 mg,Yes,Prescription only,91.6,en
MED03796,Losartan,Tablet,40 mg,Yes,Prescription only,41.9,en
MED02520,Metformin,Syrup,20 mg,No,Prescription only,20.84,en
MED01973,Pantoprazole,Ointment,100 mg,Yes,Prescription only,23.91,en
MED00997,Fluoxetine,Ointment,5 mg/ml,Yes,Prescription only,56.56,en
MED00062,Losartan,Oral suspension,2 %,No,Prescription only,21.57,en
MED01109,Diclofenac,Oral solution,1000 mg,Yes,Prescription only,1.67,en
MED02406,Zinc,Oral solution,5 mg/ml,Yes,Prescription only,4.19,en
MED00096,Salbutamol,Oral suspension,300 mg,Yes,Prescription only,12.48,en
MED00479,Clotrimazole,Oral solution,250 mg,Yes,Prescription only,53.31,en
MED04360,Fluoxetine,Oral suspension,850 mg,Yes,Prescription only,4.96,en
MED04113,Metformin,Injection,10 mg,Yes,Prescription only,14.33,en
MED03708,Clotrimazole,Syrup,10 mg,Yes,OTC,35.29,en
MED01102,Azithromycin,Oral solution,850 mg,Yes,Prescription only,15.94,en
MED02747,Zinc,Oral solution,500 mg,Yes,OTC,21.66,en
MED02171,Iron (ferrous),Ointment,500 mg,No,OTC,21.72,en
MED00323,Vitamin D3,Inhaler,20 mg,Yes,OTC,83.35,en
MED04255,Salbutamol,Injection,250 mg,Yes,Prescription only,74.9,en
MED03143,Diclofenac,Ointment,850 mg,No,Prescription only,10.66,en
MED03538,Rosuvastatin,Inhaler,20 mg,No,Prescription only,23.52,en
MED04926,Ezetimibe,Capsule,5 mg,No,Prescription only,29.06,en
MED02925,Spironolactone,Capsule,10 mg,Yes,Prescription only,58.48,en
MED01150,Paracetamol,Injection,250 mg,No,OTC,45.8,en
MED03618,Pantoprazole,Syrup,500 mg,No,Prescription only,41.41,en
MED00292,Rosuvastatin,Injection,850 mg,No,Prescription only,9.08,en
MED03750,Diclofenac,Injection,100 mg,No,Prescription only,32.92,en
MED03587,Clindamycin,Capsule,20 mg,No,Prescription only,8.81,en
MED00534,Diazepam,Ointment,5 mg/ml,Yes,Prescription only,26.42,en
MED03608,Clotrimazole,Inhaler,100 µg/dose,Yes,Prescription only,78.67,en
MED02649,Montelukast,Capsule,300 mg,Yes,OTC,20.5,en
MED04811,Ibuprofen,Inhaler,2 %,No,Prescription only,17.27,en
MED01984,Amoxicillin,Ointment,1000 mg,Yes,Prescription only,25.16,en
MED02933,Ambroxol,Tablet,2 %,Yes,Prescription only,41.98,en
MED01537,Diclofenac,Cream,5 mg/ml,Yes,Prescription only,9.77,en
MED04535,Sitagliptin,Ointment,1 %,Yes,Prescription only,43.51,en
MED04173,Amlodipine,Injection,10 mg,Yes,Prescription only,63.32,en
MED03361,Ketoprofen,Tablet,500 mg,Yes,Prescription only,42.68,en
MED03666,Magnesium,Oral solution,2 %,No,OTC,51.09,en
MED04006,Rapid-acting insulin,Inhaler,40 mg,No,Prescription only,25.96,en
MED03627,Diazepam,Inhaler,1 %,No,Prescription only,82.39,en
MED00587,Metformin,Syrup,300 mg,Yes,Prescription only,30.47,en
MED03257,Aciclovir,Capsule,100 µg/dose,No,Prescription only,37.01,en
MED02299,Diclofenac,Oral suspension,400 mg,No,Prescription only,20.23,en
MED03989,Azithromycin,Injection,5 mg/ml,No,Prescription only,5.8,en
MED00585,Diazepam,Syrup,1000 mg,Yes,Prescription only,56.17,en
MED02424,Ketoprofen,Capsule,5 mg/ml,No,OTC,30.52,en
MED01392,Insulin glargine,Injection,100 mg,Yes,Prescription only,55.99,en
MED04526,Nystatin,Syrup,40 mg,No,Prescription only,63.1,en
MED04921,Rapid-acting insulin,Injection,200 mg,Yes,Prescription only,56.3,en
MED04801,Diazepam,Oral solution,100 µg/dose,Yes,Prescription only,27.66,en
MED03241,Atorvastatin,Tablet,400 mg,Yes,OTC,49.29,en
MED04282,Zinc,Cream,200 mg,Yes,Prescription only,14.3,en
MED03339,Amlodipine,Oral solution,1 %,Yes,Prescription only,38.02,en
MED03221,Aciclovir,Tablet,300 mg,Yes,OTC,36.86,en
MED02112,Doxycycline,Syrup,1 %,No,Prescription only,23.73,en
MED01175,Clindamycin,Tablet,850 mg,No,Prescription only,60.22,en
MED04863,Hydrocortisone,Tablet,100 µg/dose,No,OTC,34.04,en
MED03812,Paracetamol,Ointment,2 %,No,OTC,51.11,en
MED01868,Vitamin D3,Syrup,2 %,Yes,Prescription only,52.06,en
MED02615,Zinc,Inhaler,300 mg,Yes,OTC,14.38,en
MED03867,Loratadine,Injection,300 mg,Yes,Prescription only,55.79,en
MED04886,Ketoprofen,Oral solution,850 mg,Yes,OTC,10.49,en
MED03779,Guaifenesin,Injection,2 %,Yes,Prescription only,68.49,en
MED03847,Clindamycin,Oral solution,300 mg,Yes,Prescription only,49.12,en
MED02417,Amoxicillin,Syrup,1 %,Yes,Prescription only,56.46,en
MED00071,Gliclazide,Ointment,100 µg/dose,No,OTC,56.37,en
MED04881,Amlodipine,Capsule,400 mg,Yes,Prescription only,63.19,en
MED01127,Acetylsalicylic acid,Injection,400 mg,Yes,OTC,19.2,en
MED04025,Aciclovir,Injection,10 mg,Yes,Prescription only,93.73,en
MED03251,Sertraline,Oral suspension,5 mg/ml,No,Prescription only,50.83,en
MED03902,Guaifenesin,Tablet,2 %,No,Prescription only,6.45,en
MED01096,Ibuprofen,Capsule,40 mg,No,OTC,12.96,en
MED04546,Montelukast,Capsule,400 mg,No,OTC,52.44,en
MED01213,Amoxicillin,Oral suspension,300 mg,Yes,Prescription only,61.91,en
MED03922,Losartan,Injection,2 %,Yes,Prescription only,52.7,en
MED01426,Amlodipine,Oral suspension,5 mg/ml,Yes,Prescription only,37.63,en
MED03067,Aciclovir,Oral solution,400 mg,No,Prescription only,19.86,en
MED04520,Metformin,Syrup,5 mg,No,Prescription only,3.07,en
MED02101,Nystatin,Syrup,100 µg/dose,No,OTC,51.01,en
MED00808,Spironolactone,Injection,5 mg,No,Prescription only,78.51,en
MED04744,Furosemide,Tablet,40 mg,No,Prescription only,68.56,en
MED03751,Diclofenac,Ointment,200 mg,No,Prescription only,10.25,en
MED01363,Folic acid,Tablet,200 mg,No,Prescription only,51.34,en
MED02318,Zinc,Capsule,500 mg,No,Prescription only,72.99,en
MED04582,Ciprofloxacin,Oral suspension,200 mg,Yes,Prescription only,37.5,en
MED04742,Azithromycin,Syrup,850 mg,No,Prescription only,35.56,en
MED01026,Folic acid,Injection,2 %,No,Prescription only,17.29,en
MED03110,Spironolactone,Syrup,2 %,Yes,Prescription only,9.21,en
MED02111,Ketoprofen,Injection,250 mg,Yes,OTC,89.48,en
MED01042,Rapid-acting insulin,Injection,1 %,No,Prescription only,15.25,en
MED01877,Azithromycin,Tablet,400 mg,Yes,Prescription only,59.65,en
MED00882,Fluoxetine,Injection,1 %,Yes,Prescription only,3.48,en
MED04300,Clotrimazole,Oral solution,1 %,Yes,Prescription only,7.59,en
MED01193,Zinc,Syrup,200 mg,No,OTC,2.35,en
MED04588,Nystatin,Capsule,1 %,Yes,OTC,21.7,en
MED04511,Magnesium,Ointment,400 mg,Yes,Prescription only,61.09,en
MED03671,Hydrocortisone,Injection,5 mg/ml,No,OTC,62.16,en
MED00625,Insulin glargine,Tablet,5 mg/ml,No,Prescription only,44.01,en
MED02797,Vitamin D3,Inhaler,400 mg,No,OTC,59.95,en
MED04292,Furosemide,Capsule,2 %,No,Prescription only,4.12,en
MED04969,Nystatin,Oral suspension,250 mg,Yes,Prescription only,29.33,en
MED00234,Sertraline,Ointment,100 mg,No,Prescription only,36.02,en
MED04567,Prednisone,Oral solution,10 mg,No,Prescription only,62.29,en
MED01663,Naproxen,Oral solution,20 mg,No,OTC,62.54,en
MED00416,Zinc,Ointment,1 %,Yes,OTC,28.72,en
MED04247,Aciclovir,Oral suspension,5 mg,No,OTC,34.53,en
MED02174,Doxycycline,Inhaler,2 %,Yes,Prescription only,25.32,en
MED01457,Clindamycin,Inhaler,400 mg,Yes,Prescription only,4.96,en
MED00747,Doxycycline,Cream,20 mg,Yes,Prescription only,44.4,en
MED00018,Prednisone,Oral suspension,250 mg,Yes,Prescription only,37.0,en
MED01201,Loratadine,Inhaler,250 mg,No,Prescription only,8.91,en
MED01700,Ramipril,Cream,850 mg,Yes,Prescription only,28.29,en
MED03254,Prednisone,Capsule,100 mg,No,Prescription only,18.62,en
MED00597,Fluoxetine,Oral solution,5 mg/ml,No,Prescription only,8.92,en
MED03227,Propranolol,Oral solution,400 mg,Yes,Prescription only,22.12,en
MED04406,Zinc,Injection,500 mg,Yes,OTC,85.54,en
MED04720,Guaifenesin,Inhaler,10 mg,Yes,OTC,54.21,en
MED01506,Atorvastatin,Syrup,10 mg,No,Prescription only,55.39,en
MED01413,Acetylsalicylic acid,Ointment,5 mg/ml,Yes,Prescription only,42.78,en
MED01966,Rosuvastatin,Syrup,1 %,No,Prescription only,18.79,en
MED00372,Diclofenac,Inhaler,10 mg,Yes,Prescription only,86.92,en
MED01341,Ambroxol,Ointment,10 mg,No,Prescription only,45.08,en
MED00139,كلوتريمازول,مرهم,100 mg,نعم,بوصفة طبية,40.54,ar
MED00300,سبيرونولاكتون,شراب,20 mg,نعم,بوصفة طبية,56.6,ar
MED01557,أسيكلوفير,حقن,1000 mg,نعم,بوصفة طبية,62.44,ar
MED01004,بروبرانولول,قرص,2 %,لا,بوصفة طبية,29.89,ar
MED00383,إيبوبروفين,محلول فموي,1000 mg,لا,بدون وصفة,57.21,ar
MED00942,سالبوتامول,معلق فموي,300 mg,لا,بدون وصفة,16.54,ar
MED04447,أملوديبين,شراب,500 mg,لا,بوصفة طبية,62.91,ar
MED04855,إيزيتيميب,معلق فموي,100 µg/dose,لا,بوصفة طبية,21.96,ar
MED00762,بانتوبرازول,كريم,10 mg,لا,بوصفة طبية,22.07,ar
MED01706,لوراتادين,كريم,20 mg,نعم,بدون وصفة,45.93,ar
MED01874,نيستاتين,معلق فموي,200 mg,لا,بوصفة طبية,49.53,ar
MED02551,أموكسيسيلين,كريم,40 mg,نعم,بوصفة طبية,47.35,ar
MED02087,رانيتيدين,كريم,100 µg/dose,نعم,بدون وصفة,51.32,ar
MED02198,إنسولين جلارجين,مرهم,5 mg/ml,لا,بوصفة طبية,31.55,ar
MED00899,نيستاتين,مرهم,250 mg,نعم,بدون وصفة,10.72,ar
MED04000,هيدروكورتيزون,شراب,250 mg,نعم,بدون وصفة,33.72,ar
MED03616,كلوتريمازول,شراب,500 mg,نعم,بوصفة طبية,50.75,ar
MED01403,مغنيسيوم,كبسولة,200 mg,نعم,بدون وصفة,30.55,ar
MED03874,روسوفاستاتين,شراب,1000 mg,نعم,بوصفة طبية,49.61,ar
MED03786,فيتامين د3,كريم,20 mg,نعم,بوصفة طبية,39.62,ar
MED04387,كلوتريمازول,كبسولة,5 mg/ml,لا,بدون وصفة,55.25,ar
MED02956,باراسيتامول,كبسولة,1 %,لا,بدون وصفة,24.2,ar
MED01513,ديازيبام,حقن,500 mg,نعم,بوصفة طبية,66.25,ar
MED01189,أوميبرازول,بخاخ,20 mg,لا,بدون وصفة,24.83,ar
MED02990,إسيتالوبرام,كريم,100 µg/dose,لا,بوصفة طبية,59.12,ar
MED02081,حمض الفوليك,محلول فموي,10 mg,لا,بدون وصفة,25.61,ar
MED04984,كيتوبروفين,كبسولة,400 mg,نعم,بوصفة طبية,48.71,ar
MED03438,دوكسيسيكلين,كبسولة,250 mg,لا,بوصفة طبية,15.48,ar
MED00109,كليندامايسين,كريم,300 mg,نعم,بوصفة طبية,32.79,ar
MED04699,حمض أسيتيل الساليسيليك (أسبرين),قرص,5 mg,لا,بوصفة طبية,57.39,ar
MED02828,دوكسيسيكلين,محلول فموي,200 mg,لا,بوصفة طبية,24.73,ar
MED04748,حمض أسيتيل الساليسيليك (أسبرين),قرص,1000 mg,لا,بوصفة طبية,28.33,ar
MED00059,حمض أسيتيل الساليسيليك (أسبرين),معلق فموي,250 mg,نعم,بوصفة طبية,14.52,ar
MED00077,إنسولين جلارجين,معلق فموي,40 mg,نعم,بوصفة طبية,34.35,ar
MED00797,نيستاتين,كريم,850 mg,لا,بوصفة طبية,33.27,ar
MED00369,سبيرونولاكتون,مرهم,2 %,لا,بوصفة طبية,22.35,ar
MED04906,أتورفاستاتين,مرهم,10 mg,نعم,بدون وصفة,28.74,ar
MED00786,إسيتالوبرام,قرص,500 mg,لا,بوصفة طبية,52.02,ar
MED02089,دوكسيسيكلين,معلق فموي,100 mg,نعم,بوصفة طبية,8.79,ar
MED02315,فوروسيميد,بخاخ,100 mg,لا,بوصفة طبية,5.56,ar
MED03385,سالبوتامول,قرص,400 mg,لا,بدون وصفة,69.75,ar
MED03606,بانتوبرازول,محلول فموي,300 mg,نعم,بوصفة طبية,49.63,ar
MED04112,إنسولين سريع المفعول,معلق فموي,500 mg,لا,بوصفة طبية,25.28,ar
MED01903,بروبرانولول,شراب,300 mg,نعم,بوصفة طبية,17.58,ar
MED01704,إنسولين NPH,محلول فموي,400 mg,لا,بوصفة طبية,28.08,ar
MED00122,سيتاجليبتين,معلق فموي,300 mg,لا,بوصفة طبية,56.71,ar
MED01845,أسيكلوفير,حقن,200 mg,لا,بوصفة طبية,77.53,ar
MED02370,إنسولين سريع المفعول,حقن,5 mg/ml,نعم,بوصفة طبية,89.43,ar
MED03729,نابروكسين,كبسولة,100 mg,نعم,بدون وصفة,61.15,ar
MED00911,لوسارتان,بخاخ,300 mg,نعم,بوصفة طبية,66.67,ar
MED00125,دوكسيسيكلين,مرهم,400 mg,لا,بوصفة طبية,49.04,ar
MED02573,إسيتالوبرام,كريم,20 mg,نعم,بوصفة طبية,40.86,ar
MED01587,فوروسيميد,مرهم,2 %,نعم,بوصفة طبية,63.74,ar
MED01258,أموكسيسيلين,كبسولة,5 mg/ml,نعم,بوصفة طبية,17.05,ar
MED03442,أسيكلوفير,شراب,5 mg/ml,لا,بدون وصفة,30.78,ar
MED03481,إنسولين سريع المفعول,كريم,300 mg,لا,بوصفة طبية,47.23,ar
